title,link,text,fund_name,action,target,stock_name,date
"Buy TCPL Packaging, target price Rs 1683: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tcpl-packaging-target-price-rs-1683-hdfc-securities/articleshow/99333457.cms,Improving utilisation levels and better working capital management are likely to drive up the company’s RoCE.,HDFC Securities,Buy,1683,TCPL Packaging,2023-04-08
"Buy ICICI Bank, target price Rs 1115: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-1115-jm-financial/articleshow/99290087.cms,"Promoters held 0 per cent stake in the company as of 31-Dec-2022, while FIIs owned 45.11 per cent, DIIs 44.09 per cent.",JM Financial,Buy,1115,ICICI Bank,2023-04-06
"Buy Navin Fluorine International, target price Rs 4955: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-navin-fluorine-international-target-price-rs-4955-jm-financial/articleshow/99289897.cms,"Navin Fluorine International, incorporated in the year 1998, is a Mid Cap company (having a market cap of Rs 21055.52 Crore) operating in Chemicals sector.",JM Financial,Buy,4955,Navin Fluorine International,2023-04-06
"Buy SRF, target price Rs 2985: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-srf-target-price-rs-2985-jm-financial/articleshow/99289751.cms,"For SRF, both refrigerant gas and fluoro specialty chemicals sales should continue the strong growth momentum, in the brokerage's view.",JM Financial,Buy,2985,SRF,2023-04-06
"Buy Godrej Consumer Products, target price Rs 1100: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-godrej-consumer-products-target-price-rs-1100-sharekhan-by-bnp-paribas/articleshow/99289527.cms,The stock is currently trading at attractive valuations of 44.1x/37.5x its FY2024E/FY2025E earnings.,Sharekhan by BNP Paribas,Buy,1100,Godrej Consumer Products,2023-04-06
"Buy HDFC Bank, target price Rs 1920: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-bank-target-price-rs-1920-sharekhan-by-bnp-paribas/articleshow/99289290.cms,"HDFC Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 924626.04 Crore).",Sharekhan by BNP Paribas,Buy,1920,HDFC Bank,2023-04-06
"Buy Garden Reach Shipbuilders & Engineers, target price Rs 540: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-garden-reach-shipbuilders-amp-engineers-target-price-rs-540-hdfc-securities/articleshow/99288038.cms,"Garden Reach Shipbuilders & Engineers, incorporated in the year 1934, is a Small Cap company (having a market cap of Rs 5296.88 Crore) operating in Shipping sector.",HDFC Securities,Buy,540,Garden Reach Shipbuilders & Engineers,2023-04-06
"Buy CSB Bank, target price Rs 295: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-csb-bank-target-price-rs-295-hdfc-securities/articleshow/99287747.cms,"CSB Bank, incorporated in the year 1920, is a banking company (having a market cap of Rs 4442.10 Crore).",HDFC Securities,Buy,295,CSB Bank,2023-04-06
"Add Tata Steel, target price Rs 120: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-tata-steel-target-price-rs-120-icici-securities/articleshow/99287344.cms,"Promoters held 33.9 per cent stake in the company as of 31-Dec-2022, while FIIs owned 21.87 per cent, DIIs 19.55 per cent.",ICICI Securities,Add,120,Tata Steel,2023-04-06
"Buy Shyam Metalics and Energy, target price Rs 570: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-shyam-metalics-and-energy-target-price-rs-570-icici-securities/articleshow/99286604.cms,"Shyam Metalics and Energy, incorporated in the year 2002, is a Small Cap company (having a market cap of Rs 7014.72 Crore) operating in Metals - Ferrous sector.",ICICI Securities,Buy,570,Shyam Metalics and Energy,2023-04-06
"Buy Jindal Steel & Power, target price Rs 750.0 : ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-jindal-steel-amp-power-target-price-rs-750-0-icici-securities/articleshow/99286455.cms,"The brokerage remains positive on expanding spreads in India. Besides, enough opportunity exists in the export market where realisation too is currently better.",ICICI Securities,Buy,,Jindal Steel & Power,2023-04-06
"Add Hindalco Industries, target price Rs 450: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-hindalco-industries-target-price-rs-450-icici-securities/articleshow/99286068.cms,"Going ahead, we believe, while long-term prospects for HNDL are bright, the transitory headwinds might be a deterrent to stock price performance.",ICICI Securities,Add,450,Hindalco Industries,2023-04-06
"Buy Motilal Oswal Financial Services, target price Rs 900: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-motilal-oswal-financial-services-target-price-rs-900-icici-securities/articleshow/99285805.cms,"Promoters held 69.47 per cent stake in the company as of 31-Dec-2022, while FIIs owned 7.35 per cent, DIIs 5.95 per cent.",ICICI Securities,Buy,900,Motilal Oswal Financial Services,2023-04-06
"Buy Star Health and Allied Insurance Company, target price Rs 800: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-star-health-and-allied-insurance-company-target-price-rs-800-icici-securities/articleshow/99285634.cms,"Additionally, as per the company, impact of price hike on NOP retention post the recent hike of ~25% in Family Health Optima (FHO) premium, should be less than 3-5% (also evident from past case studies). This should assuage investor concerns.",ICICI Securities,Buy,800,Star Health and Allied Insurance Company,2023-04-06
"Buy Grasim Industries, target price Rs 1673: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-grasim-industries-target-price-rs-1673-icici-direct/articleshow/99284842.cms,Breakout above a falling supply line joining last two months highs with a baseat 50 days EMA signalling continuation of the positive bias.,ICICI Direct,Buy,1673,Grasim Industries,2023-04-06
"Buy ITC, target price Rs 389.8: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-itc-target-price-rs-389-8-icici-direct/articleshow/99284434.cms,"ITC, incorporated in the year 1910, is a Large Cap company (having a market cap of Rs 479611.62 Crore) operating in Tobacco sector.",ICICI Direct,Buy,389.8,ITC,2023-04-06
"Buy ICICI Bank, target price Rs 912: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-912-iifl/articleshow/99284197.cms,"ICICI Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 617187.57 Crore).",IIFL,Buy,912,ICICI Bank,2023-04-06
"Buy InterGlobe Aviation, target price Rs 2010: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-interglobe-aviation-target-price-rs-2010-iifl/articleshow/99284077.cms,The stock has closed above the 50 and 200EMA.,IIFL,Buy,2010,InterGlobe Aviation,2023-04-06
"Buy Housing Development Finance Corporation, target price Rs 2800: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-housing-development-finance-corporation-target-price-rs-2800-iifl/articleshow/99283940.cms,"Promoters held 25.6 per cent stake in the company as of 31-Dec-2022, while FIIs owned 67.22 per cent, DIIs 21.55 per cent.",IIFL,Buy,2800,Housing Development Finance Corporation,2023-04-06
"Buy Ashok Leyland, target price Rs 175: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ashok-leyland-target-price-rs-175-motilal-oswal-financial-services/articleshow/99273291.cms,"Ashok Leyland, incorporated in the year 1948, is a Large Cap company (having a market cap of Rs 41399.39 Crore) operating in Auto sector.",Motilal Oswal Financial Services,Buy,175,Ashok Leyland,2023-04-05
"Buy Bharat Electronics, target price Rs 130: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-electronics-target-price-rs-130-jm-financial/articleshow/99273048.cms,"Promoters held 51.14 per cent stake in the company as of 31-Dec-2022, while FIIs owned 17.34 per cent, DIIs 24.96 per cent.",JM Financial,Buy,130,Bharat Electronics,2023-04-05
"Buy Hindalco Industries, target price Rs 530: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindalco-industries-target-price-rs-530-jm-financial/articleshow/99258725.cms,Hindalco’s strategic downstream capital allocation and increased coal security in India operations remain key triggers for earnings trajectory.,JM Financial,Buy,530,Hindalco Industries,2023-04-05
"Buy Mahindra & Mahindra, target price Rs 1475: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-amp-mahindra-target-price-rs-1475-motilal-oswal-financial-services/articleshow/99258256.cms,"Mahindra & Mahindra, incorporated in the year 1945, is a Large Cap company (having a market cap of Rs 145441.10 Crore) operating in Auto sector.",Motilal Oswal Financial Services,Buy,1475,Mahindra & Mahindra,2023-04-05
"Buy Marico, target price Rs 590: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-marico-target-price-rs-590-motilal-oswal-financial-services/articleshow/99258078.cms,"Marico, incorporated in the year 1988, is a Large Cap company (having a market cap of Rs 62026.14 Crore) operating in FMCG sector.",Motilal Oswal Financial Services,Buy,590,Marico,2023-04-05
"Buy Hindalco Industries, target price Rs 510: Motilal Oswal",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindalco-industries-target-price-rs-510-hdfc-securities/articleshow/99257650.cms,"Hindalco Industries, incorporated in the year 1958, is a Large Cap company (having a market cap of Rs 90460.82 Crore) operating in Metals - Non Ferrous sector.",Motilal Oswal,Buy,510,Hindalco Industries,2023-04-05
"Buy Tata Communications, target price Rs 1640: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-communications-target-price-rs-1640-icici-securities/articleshow/99257529.cms,"Tata Communications, incorporated in the year 1986, is a Mid Cap company (having a market cap of Rs 35555.18 Crore) operating in Telecommunications sector.",ICICI Securities,Buy,1640,Tata Communications,2023-04-05
"Hold Indus Towers, target price Rs 158: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/hold-indus-towers-target-price-rs-158-icici-securities/articleshow/99257429.cms,"Promoters held 69 per cent stake in the company as of 31-Dec-2022, while FIIs owned 26.6 per cent, DIIs 2.87 per cent.",ICICI Securities,Hold,158,Indus Towers,2023-04-05
"Buy Bharti Airtel, target price Rs 960: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharti-airtel-target-price-rs-960-icici-securities/articleshow/99257106.cms,"Promoters held 55.12 per cent stake in the company as of 31-Dec-2022, while FIIs owned 21.7 per cent, DIIs 18.99 per cent.",ICICI Securities,Buy,960,Bharti Airtel,2023-04-05
"Add Westlife Foodworld, target price Rs 790: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-westlife-foodworld-target-price-rs-790-icici-securities/articleshow/99256704.cms,"Westlife Foodworld, incorporated in the year 1982, is a Mid Cap company (having a market cap of Rs 10762.71 Crore) operating in Tourism & Hospitality sector.",ICICI Securities,Add,790,Westlife Foodworld,2023-04-05
"Buy Divi's Laboratories, target price Rs 2912: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-divis-laboratories-target-price-rs-2912-icici-direct/articleshow/99256605.cms,"Divi's Laboratories, incorporated in the year 1990, is a Large Cap company (having a market cap of Rs 76314.25 Crore) operating in Pharmaceuticals sector.",ICICI Direct,Buy,2912,Divi's Laboratories,2023-04-05
"Buy State Bank of India, target price Rs 533.8: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-state-bank-of-india-target-price-rs-533-8-icici-direct/articleshow/99256474.cms,"State Bank of India, incorporated in the year 1955, is a banking company (having a market cap of Rs 470103.92 Crore).",ICICI Direct,Buy,533.8,State Bank of India,2023-04-05
"Buy Data Patterns (India), target price Rs 1670: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-data-patterns-india-target-price-rs-1670-icici-direct/articleshow/99256367.cms,"Data Patterns (India), incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 7974.36 Crore) operating in General sector.",ICICI Direct,Buy,1670,Data Patterns (India),2023-04-05
"Buy Cochin Shipyard, target price Rs 620: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-cochin-shipyard-target-price-rs-620-icici-direct/articleshow/99256239.cms,"With the expected timely execution of these ship-building contracts and increasing contribution in ship repair segment, CSL has strong earnings visibility for the coming years.",ICICI Direct,Buy,620,Cochin Shipyard,2023-04-05
"Buy Bharat Dynamics, target price Rs 1215: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-dynamics-target-price-rs-1215-icici-direct/articleshow/99256047.cms,Increase in profitability with strong asset turnover is expected to result in healthy return ratios over FY23.,ICICI Direct,Buy,1215,Bharat Dynamics,2023-04-05
"Buy Bharat Electronics Ltd., target price Rs 130.0 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-electronics-ltd-target-price-rs-130-0-icici-direct/articleshow/99255971.cms,"Bharat Electronics, incorporated in the year 1954, is a Large Cap company (having a market cap of Rs 70612.46 Crore) operating in Defence sector.",ICICI Direct,Buy,,Bharat Electronics Ltd.,2023-04-05
"Buy Hindustan Aeronautics, target price Rs 3300: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindustan-aeronautics-target-price-rs-3300-icici-direct/articleshow/99255869.cms,"Hindustan Aeronautics, incorporated in the year 1963, is a Large Cap company (having a market cap of Rs 90699.27 Crore) operating in Defence sector.",ICICI Direct,Buy,3300,Hindustan Aeronautics,2023-04-05
"Buy UPL, target price Rs 770: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-upl-target-price-rs-770-hdfc-securities/articleshow/99255767.cms,"UPL, incorporated in the year 1985, is a Large Cap company (having a market cap of Rs 54768.09 Crore) operating in Pesticides/Agro Chemicals sector.",HDFC Securities,Buy,770,UPL,2023-04-05
"Buy Mangalore Refinery And Petrochemicals, target price Rs 57: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mangalore-refinery-and-petrochemicals-target-price-rs-57-hdfc-securities/articleshow/99255375.cms,Sustainable upside after formation of bullish candle-stick pattern. Bottom formation likely at Rs 49.75.,HDFC Securities,Buy,57,Mangalore Refinery And Petrochemicals,2023-04-05
"Buy Kotak Mahindra Bank, target price Rs 1906: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-kotak-mahindra-bank-target-price-rs-1906-axis-securities/articleshow/99207066.cms,"Kotak Mahindra Bank, incorporated in the year 1985, is a banking company (having a market cap of Rs 346274.02 Crore).",Axis Securities,Buy,1906,Kotak Mahindra Bank,2023-04-03
"Buy JK Lakshmi Cement, target price Rs 890: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-jk-lakshmi-cement-target-price-rs-890-axis-securities/articleshow/99206857.cms,"JK Lakshmi Cement, incorporated in the year 1938, is a Mid Cap company (having a market cap of Rs 9405.96 Crore) operating in Cement sector.",Axis Securities,Buy,890,JK Lakshmi Cement,2023-04-03
"Buy ICICI Bank, target price Rs 944: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-944-axis-securities/articleshow/99206519.cms,"ICICI Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 610524.51 Crore).",Axis Securities,Buy,944,ICICI Bank,2023-04-03
"Buy Bharat Electronics, target price Rs 112: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-electronics-target-price-rs-112-axis-securities/articleshow/99206330.cms,The weekly strength indicator RSI is in bullish mode and weekly RSI crossover above its reference line generated abuy signal.,Axis Securities,Buy,112,Bharat Electronics,2023-04-03
"Buy Star Health and Allied Insurance Company, target price Rs 795: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-star-health-and-allied-insurance-company-target-price-rs-795-hdfc-securities/articleshow/99206160.cms,"The brokerage likes the company for its strong moats, including a dominant agency-led distribution network, retail business mix, and best-in-class opex ratios.",HDFC Securities,Buy,795,Star Health and Allied Insurance Company,2023-04-03
"Buy Indian Hotels Company, target price Rs 376: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-hotels-company-target-price-rs-376-hdfc-securities/articleshow/99205368.cms,"Indian Hotels Company, incorporated in the year 1902, is a Mid Cap company (having a market cap of Rs 45438.61 Crore) operating in Tourism & Hospitality sector.",HDFC Securities,Buy,376,Indian Hotels Company,2023-04-03
"Buy ITC, target price Rs 450: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-itc-target-price-rs-450-sharekhan-by-bnp-paribas/articleshow/99205123.cms,"ITC, incorporated in the year 1910, is a Large Cap company (having a market cap of Rs 472660.73 Crore) operating in Tobacco sector.",Sharekhan by BNP Paribas,Buy,450,ITC,2023-04-03
"Buy Prince Pipes & Fittings, target price Rs 707: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-prince-pipes-amp-fittings-target-price-rs-707-icici-securities/articleshow/99204676.cms,The brokerage tweaks its PAT estimates for FY23-FY25E by ~1% and maintain BUY rating with a revised Mar’24Etarget price of Rs707 (earlier: Rs717).,ICICI Securities,Buy,707,Prince Pipes & Fittings,2023-04-03
"Buy Kotak Mahindra Bank, target price Rs 1910: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-kotak-mahindra-bank-target-price-rs-1910-icici-direct/articleshow/99204453.cms,"Kotak Mahindra Bank, incorporated in the year 1985, is a banking company (having a market cap of Rs 346274.02 Crore).",ICICI Direct,Buy,1910,Kotak Mahindra Bank,2023-04-03
"Buy IndusInd Bank, target price Rs 1450: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indusind-bank-target-price-rs-1450-icici-direct/articleshow/99204175.cms,"IndusInd Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 83081.84 Crore).",ICICI Direct,Buy,1450,IndusInd Bank,2023-04-03
"Buy CreditAccess Grameen, target price Rs 1100: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-creditaccess-grameen-target-price-rs-1100-icici-direct/articleshow/99204026.cms,"CreditAccess Grameen, incorporated in the year 1991, is a Mid Cap company (having a market cap of Rs 14289.62 Crore) operating in NBFC sector.",ICICI Direct,Buy,1100,CreditAccess Grameen,2023-04-03
"Buy Dhampur Sugar Mills, target price Rs 245: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dhampur-sugar-mills-target-price-rs-245-icici-direct/articleshow/99203449.cms,"Dhampur Sugar Mills, incorporated in the year 1933, is a Small Cap company (having a market cap of Rs 1516.29 Crore) operating in Sugar sector.",ICICI Direct,Buy,245,Dhampur Sugar Mills,2023-04-03
"Buy Bharat Electronics, target price Rs 98.6: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-electronics-target-price-rs-98-6-icici-direct/articleshow/99203192.cms,Bullish Belt Hold line candlestick above 200 day EMA and supply line breakout area joining last three months highs signaling positive bias.,ICICI Direct,Buy,98.6,Bharat Electronics,2023-04-03
"Buy State Bank of India, target price Rs 529.8 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-state-bank-of-india-target-price-rs-529-8-icici-direct/articleshow/99202418.cms,Buy State Bank of India at a price target of Rs 529.8 and a stoploss at Rs 518.4 from entry point.,ICICI Direct,Buy,,State Bank of India,2023-04-03
"Buy Lemon Tree Hotels, target price Rs 90: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-lemon-tree-hotels-target-price-rs-90-icici-direct/articleshow/99202262.cms,"Lemon Tree Hotels, incorporated in the year 1992, is a Mid Cap company (having a market cap of Rs 6124.07 Crore) operating in Tourism & Hospitality sector.",ICICI Direct,Buy,90,Lemon Tree Hotels,2023-04-03
"Buy Rail Vikas Nigam, target price Rs 78: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-rail-vikas-nigam-target-price-rs-78-prabhudas-lilladher/articleshow/99200522.cms,"Promoters held 78.2 per cent stake in the company as of 31-Dec-2022, while FIIs owned 2.45 per cent, DIIs 6.45 per cent.",Prabhudas Lilladher,Buy,78,Rail Vikas Nigam,2023-04-03
"Buy Trent, target price Rs 1440: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-trent-target-price-rs-1440-motilal-oswal-financial-services/articleshow/99200358.cms,Follow-up buying can be seen after negation of lower highs-lower lows on a monthly frame.,Motilal Oswal Financial Services,Buy,1440,Trent,2023-04-03
"Buy Reliance Industries, target price Rs 2435: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-reliance-industries-target-price-rs-2435-motilal-oswal-financial-services/articleshow/99200214.cms,"Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1577187.03 Crore) operating in Diversified sector.",Motilal Oswal Financial Services,Buy,2435,Reliance Industries,2023-04-03
"Buy Dr. Reddy's Laboratories, target price Rs 4820: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dr-reddys-laboratories-target-price-rs-4820-motilal-oswal-financial-services/articleshow/99200138.cms,"Dr. Reddy's Laboratories, incorporated in the year 1984, is a Large Cap company (having a market cap of Rs 76979.72 Crore) operating in Pharmaceuticals sector.",Motilal Oswal Financial Services,Buy,4820,Dr. Reddy's Laboratories,2023-04-03
"Buy ICICI Bank, target price Rs 910: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-910-motilal-oswal-financial-services/articleshow/99200044.cms,"ICICI Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 612059.46 Crore).",Motilal Oswal Financial Services,Buy,910,ICICI Bank,2023-04-03
"Sell Mazagon Dock Shipbuilders, target price Rs 600: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/sell-mazagon-dock-shipbuilders-target-price-rs-600-icici-securities/articleshow/99138375.cms,"Mazagon Dock Shipbuilders, incorporated in the year 1934, is a Small Cap company (having a market cap of Rs 13559.62 Crore) operating in Defence sector.",ICICI Securities,Sell,600,Mazagon Dock Shipbuilders,2023-03-31
"Reduce Garden Reach Shipbuilders & Engineers, target price Rs 385: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-garden-reach-shipbuilders-amp-engineers-target-price-rs-385-icici-securities/articleshow/99138107.cms,"Promoters held 74.5 per cent stake in the company as of 31-Dec-2022, while FIIs owned 2.52 per cent, DIIs 7.55 per cent.",ICICI Securities,Reduce,385,Garden Reach Shipbuilders & Engineers,2023-03-31
"Buy Bharat Dynamics, target price Rs 1175: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-dynamics-target-price-rs-1175-icici-securities/articleshow/99137528.cms,"Bharat Dynamics, incorporated in the year 1970, is a Mid Cap company (having a market cap of Rs 18104.52 Crore) operating in Defence sector.",ICICI Securities,Buy,1175,Bharat Dynamics,2023-03-31
"Buy Bharat Electronics, target price Rs 125: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-electronics-target-price-rs-125-icici-securities/articleshow/99137356.cms,"Bharat Electronics, incorporated in the year 1954, is a Large Cap company (having a market cap of Rs 71014.50 Crore) operating in Defence sector.",ICICI Securities,Buy,125,Bharat Electronics,2023-03-31
"Add Motilal Oswal Financial Services, target price Rs 985: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-motilal-oswal-financial-services-target-price-rs-985-hdfc-securities/articleshow/99137044.cms,"Motilal Oswal Financial Services, incorporated in the year 2005, is a Mid Cap company (having a market cap of Rs 9025.56 Crore) operating in NBFC sector.",HDFC Securities,Add,985,Motilal Oswal Financial Services,2023-03-31
"Add ICICI Securities, target price Rs 625: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-icici-securities-target-price-rs-625-hdfc-securities/articleshow/99136890.cms,"ICICI Securities, incorporated in the year 1995, is a Mid Cap company (having a market cap of Rs 13823.52 Crore) operating in Financial Services sector.",HDFC Securities,Add,625,ICICI Securities,2023-03-31
"Buy Angel One, target price Rs 1800: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-angel-one-target-price-rs-1800-hdfc-securities/articleshow/99136725.cms,"Angel One, incorporated in the year 1996, is a Small Cap company (having a market cap of Rs 9692.72 Crore) operating in Financial Services sector.",HDFC Securities,Buy,1800,Angel One,2023-03-31
"Add Gujarat Gas, target price Rs 535: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-gujarat-gas-target-price-rs-535-icici-securities/articleshow/99136131.cms,"Gujarat Gas, incorporated in the year 2012, is a Mid Cap company (having a market cap of Rs 31872.46 Crore) operating in Gas & Petroleum sector.",ICICI Securities,Add,535,Gujarat Gas,2023-03-31
"Buy Poonawalla Fincorp, target price Rs 417: Anand Rathi",https://economictimes.indiatimes.com/markets/stocks/recos/buy-poonawalla-fincorp-target-price-rs-417-anand-rathi/articleshow/99135262.cms,Higher than expected slippages on account of slowdown in economy. Increasing competition from banks in retail lending could impact loan growth.,Anand Rathi,Buy,417,Poonawalla Fincorp,2023-03-31
"Buy Indian Bank, target price Rs 309: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-bank-target-price-rs-309-icici-direct/articleshow/99133734.cms,"Indian Bank, incorporated in the year 1907, is a banking company (having a market cap of Rs 36254.79 Crore).",ICICI Direct,Buy,309,Indian Bank,2023-03-31
"Buy Bharat Electronics, target price Rs 94: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-electronics-target-price-rs-94-icici-direct/articleshow/99133042.cms,"Bullish Piercing line candlestick at 80% retracement of previous up move, signaling positive bias.",ICICI Direct,Buy,94,Bharat Electronics,2023-03-31
"Buy Kotak Mahindra Bank, target price Rs 1749: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-kotak-mahindra-bank-target-price-rs-1749-icici-direct/articleshow/99132839.cms,"Kotak Mahindra Bank, incorporated in the year 1985, is a banking company (having a market cap of Rs 341815.26 Crore).",ICICI Direct,Buy,1749,Kotak Mahindra Bank,2023-03-31
"Buy Action Construction Equipment, target price Rs 450: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-action-construction-equipment-target-price-rs-450-axis-securities/articleshow/99132619.cms,"Action Construction Equipment, incorporated in the year 1995, is a Small Cap company (having a market cap of Rs 4702.60 Crore) operating in Engineering sector.",Axis Securities,Buy,450,Action Construction Equipment,2023-03-31
"Buy UltraTech Cement, target price Rs 8200: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ultratech-cement-target-price-rs-8200-axis-securities/articleshow/99132469.cms,"Broke above consolidation zone of 74,60-6700 and sustaining above 20, 50, 100 and 200 SMAs .",Axis Securities,Buy,8200,UltraTech Cement,2023-03-31
"Buy JK Lakshmi Cement, target price Rs 850: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-jk-lakshmi-cement-target-price-rs-850-axis-securities/articleshow/99132285.cms,"“Down-sloping” channel breakout from all time high of Rs 897. Sustaining above 20, 50, 100 & 200 SMAs.",Axis Securities,Buy,850,JK Lakshmi Cement,2023-03-31
"Buy Sagar Cements, target price Rs 250: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-sagar-cements-target-price-rs-250-icici-securities/articleshow/99084426.cms,"Sagar Cements Ltd., incorporated in the year 1981, is a Small Cap company (having a market cap of Rs 2398.48 Crore) operating in Cement sector.",ICICI Securities,Buy,250,Sagar Cements,2023-03-29
"Buy GAIL (India), target price Rs 118: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gail-india-target-price-rs-118-prabhudas-lilladher/articleshow/99083127.cms,"GAIL (India) Ltd., incorporated in the year 1984, is a Large Cap company (having a market cap of Rs 68808.42 Crore) operating in Gas & Petroleum sector.",Prabhudas Lilladher,Buy,118,GAIL (India),2023-03-29
